ID1 ID2 UDdiam LDdiam e_LDdiam Band mu-lambda Method BandCode Notes BibCode Com CADARS SimbadName _RA _DE
HD68860 "RS Pup" 0.813 0.025 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.83 0.029 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.882 0.035 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.916 0.025 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.848 0.022 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.827 0.03 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.983 0.019 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.956 0.017 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD68860 "RS Pup" 0.933 0.23 "" H "" 1 7 "Time serie of pulsating Cepheid." 2017A&A...600A.127K "" 11 HD68860 123.26757 -34.57853
HD122250 "Tet Aps" 85 "" 3 "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 0 HD122250 211.33282 -76.79676
HD95384 "R Crt" 19 "" "" "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 0 HD95384 165.14106 -18.32488
HD84748 "R Leo" 25 "" "" "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 10 HD84748 146.88952 11.42884
HD113285 "RT Vir" 15 "" "" "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 0 HD113285 195.65826 5.18566
HD212087 "PI1 Gru" 21.6 "" "" "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 0 HD212087 335.68419 -45.94795
HD30959 "omi Ori" 9.78 "" "" "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 1 HD30959 73.13319 14.25065
HD91793 "U Ant" 12 "" 1 "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 0 HD91793 158.80355 -39.56259
HD31996 "R Lep" 12 "" "" "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 0 HD31996 74.90145 -14.80625
HD223075 "TX Psc" 10 "" 1 "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 9 HD223075 356.59797 3.48681
HD184283 "AQ Sgr" 20 "" 4 "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 1 HD184283 293.57914 -16.37418
HD134453 "X Tra" 23 "" 4 "10 mu" "" 1 11 "" 2017A&A...600A.136P "" 0 HD134453 228.57989 -70.07948
HD197989 "eps Cyg" "" 4.61 0.02 K 0.25 1 8 "LDD from Power-Law parametric model fit" 2017A&A...600L...2C "" 8 HD197989 311.55284 33.97026
HD189276 "HR 7633" "" 2.95 0.01 K 0.14 1 8 "LDD from Power-Law parametric model fit" 2017A&A...600L...2C "" 1 HD189276 298.98075 58.84597
HD161096 "bet Oph" "" 4.43 0.01 K 0.25 1 8 "LDD from Power-Law parametric model fit" 2017A&A...600L...2C "" 4 HD161096 265.86814 4.56730
HD27376 "41 Eri" 0.39 0.39 0.03 H "" 1 7 "the value stands for diameter of both components of this close B7V that have no separate entries in SIMBAD. Limb-darkening effects should be smaller than error." 2017A&A...600L...5H "" 0 HD27376 64.47359 -33.79835
HD8879 "R Scl" "" 9.25 0.3 K "" 1 8 "LDD from a dedicated model atmosphere fit." 2017A&A...601A...3W "" 0 HD8879 21.74206 -32.54318
HD8879 "R Scl" "" 8.79 0.15 H "" 1 7 "LDD from a dedicated model atmosphere fit." 2017A&A...601A...3W "" 0 HD8879 21.74206 -32.54318
HD8879 "R Scl" "" 9.17 0.4 H "" 1 7 "LDD from a dedicated model atmosphere fit." 2017A&A...601A...3W "" 0 HD8879 21.74206 -32.54318
HD16161 "nu Cet" "" 5.89 0.05 H "" 1 7 "LDD from a dedicated model atmosphere fit." 2017A&A...601A...3W "" 0 HD16161 38.96864 5.59325
HD22928 "del Per" "" 0.544 0.007 R "" 1 4 "Rapid-rotating B star, flattened and with gravity darkening. LD from a dedicated model. Summarized as two diameter measurements polar and equatorial as reported here." 2017A&A...604A..51C "" 6 HD22928 55.73127 47.78755
HD22928 "del Per" "" 0.61 0.007 R "" 1 4 "Rapid-rotating B star, flattened and with gravity darkening. equatorial diameter is 1.121 times the polar diameter." 2017A&A...604A..51C "" 6 HD22928 55.73127 47.78755
HD432 "bet Cas" 2.032 2.103 0.015 550..850nm 0.49 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2017A&A...606L...1W "" 8 HD432 2.29452 59.14978
HIP80824 "Wolf 1061" 0.674 0.695 0.018 H 0.376 1 7 "Linear LD coefficient from 2011A&A...529A..75C" 2017ApJ...835..200K "" 4 HIP80824 247.57524 -12.66259
HD21242 "WDS J03266+2843Aa1,2" "" 0.97 0.02 K 0.3 1 8 "CHARA/MIRC resolved SB1, star couple is WDS J03266+2843Aa1,2 and not Aa,Ab as in publication. Diameter is for Aa1, Aa2 is 0.35+/-0.02 with ld coefficient 0.23" 2017ApJ...844..115H "" 0 HD21242 51.64740 28.71506
HD218292 "R Peg" 8.67 "" 0.1 "2.25 mu" "" 1 8 "continuum values (2.25 microns) only" 2018A&A...613L...7W "" 1 HD218292 346.66319 10.54335
HD218292 "R Peg" 9.42 "" 0.1 "2.25 mu" "" 1 8 "continuum values (2.25 microns) only" 2018A&A...613L...7W "" 1 HD218292 346.66319 10.54335
HD218292 "R Peg" 9.76 "" 0.1 "2.25 mu" "" 1 8 "continuum values (2.25 microns) only" 2018A&A...613L...7W "" 1 HD218292 346.66319 10.54335
HD218292 "R Peg" 9.89 "" 0.1 "2.25 mu" "" 1 8 "continuum values (2.25 microns) only" 2018A&A...613L...7W "" 1 HD218292 346.66319 10.54335
HD360 "" "" 0.906 0.015 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD360 2.07305 -8.82411
HD3750 "" "" 1.003 0.02 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD3750 9.96646 -44.79629
HD4211 "" "" 1.1 0.011 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD4211 11.05041 -38.42168
HD5722 "" "" 0.995 0.019 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD5722 14.68278 -11.37998
HD8651 "" "" 1.228 0.013 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD8651 21.16995 -41.49255
HD9362 "" "" 2.301 0.021 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD9362 22.81294 -49.07270
HD10142 "" "" 0.964 0.006 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD10142 24.61452 -36.52825
HD11977 "" "" 1.528 0.013 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD11977 28.73388 -67.64730
HD12438 "" "" 1.091 0.016 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD12438 30.31134 -30.00183
HD13468 "" "" 0.886 0.01 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD13468 32.89931 -1.82543
HD15220 "" "" 1.185 0.016 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD15220 36.64674 -20.04262
HD15248 "" "" 0.949 0.019 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD15248 35.71796 -73.64579
HD15779 "" "" 1.185 0.014 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD15779 38.03926 -1.03490
HD16815 "" "" 2.248 0.014 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD16815 40.16681 -39.85538
HD17652 "" "" 1.835 0.014 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD17652 42.27258 -32.40590
HD17824 "" "" 1.391 0.015 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD17824 42.75967 -21.00402
HD18784 "" "" 1.036 0.014 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD18784 45.29177 -7.66301
HD23319 "" "" 2.033 0.014 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD23319 55.70856 -37.31352
HD23526 "" "" 0.915 0.021 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD23526 56.53902 6.80352
HD23940 "" "" 1.093 0.021 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD23940 56.98350 -30.16788
HD26464 "" "" 1.089 0.012 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD26464 62.69902 -8.81982
HD30814 "" "" 1.31 0.01 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD30814 72.54840 -16.21716
HD35369 "" "" 2.012 0.016 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD35369 80.98678 -7.80806
HD36874 "" "" 1.118 0.011 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD36874 83.28078 -35.13937
HD39523 "" "" 1.939 0.016 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD39523 87.45692 -56.16666
HD39640 "" "" 1.251 0.017 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD39640 87.72176 -52.10887
HD39910 "" "" 1.09 0.008 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD39910 88.87572 -4.61654
HD40020 "" "" 1.012 0.023 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD40020 89.20604 11.52106
HD43899 "" "" 1.264 0.017 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD43899 94.25513 -37.73744
HD45415 "" "" 1.08 0.061 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD45415 96.83521 2.90829
HD46116 "" "" 1.145 0.031 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD46116 96.36930 -69.69030
HD53629 "" "" 1.065 0.024 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD53629 106.19605 -22.03169
HD54131 "" "" 1.061 0.021 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD54131 107.09183 15.93068
HD56160 "" "" 1.411 0.012 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD56160 108.71317 -27.03799
HD60060 "" "" 0.948 0.01 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD60060 112.49885 -52.65116
HD60341 "" "" 1.19 0.022 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD60341 113.33152 -19.41253
HD62412 "" "" 0.95 0.014 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD62412 115.70064 -26.35133
HD62713 "" "" 1.446 0.012 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD62713 115.92470 -40.93375
HD68312 "" "" 1.02 0.023 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD68312 122.88752 -7.77254
HD74622 "" "" 1.02 0.015 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD74622 130.58676 -55.77456
HD75916 "" "" 1.013 0.021 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD75916 133.12818 -13.23294
HD176704 "" "" 1.317 0.012 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD176704 285.61531 -24.84682
HD177873 "" "" 1.958 0.029 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD177873 287.08737 -40.49670
HD188887 "" "" 1.595 0.011 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD188887 300.46859 -66.94396
HD191584 "" "" 1.024 0.022 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 1 HD191584 303.09933 -42.78006
HD204381 "" "" 1.524 0.017 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD204381 322.18084 -21.80718
HD219784 "" "" 2.117 0.025 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 2 HD219784 349.70600 -32.53202
HD220572 "" "" 1.092 0.013 H "" 1 7 "LDD is a direct fit of Henkel transform of 2013A&A...554A..98N radial intensity profiles" 2018A&A...616A..68G "" 0 HD220572 351.33110 -56.84898
HD115383 "GJ 504" 0.685 0.71 0.019 R "" 1 4 "using linear R-Band darkening coefficient from 2011A&A...529A..75C" 2018A&A...618A..63B "" 2 HD115383 199.19382 9.42416
"WDS J05407-0157Aa" "Zet Ori Aa" 0.54 "" 0.01 R "" 1 4 "" 2018A&A...618A.153M "" 7 "WDS J05407-0157A" 85.18970 -1.94257
"WDS J05407-0157Ab" "Zet Ori Ab" 0.45 "" 0.12 R "" 1 4 "" 2018A&A...618A.153M "" 7 "WDS J05407-0157A" 85.18970 -1.94257
HD1013 "chi Peg" 4.041 4.359 0.022 550..850nm 0.82 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD1013 3.65069 20.20670
HD1522 "iot Cet" 3.38 3.31 0.062 550..850nm 0.7 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 1 HD1522 4.85698 -8.82392
HD8512 "tet Cet" 2.625 2.764 0.016 550..850nm 0.64 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 0 HD8512 21.00586 -8.18326
HD9927 "ups Per" 3.389 3.649 0.007 550..850nm 0.73 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 6 HD9927 24.49815 48.62821
HD17709 "17 Per" 3.648 3.907 0.021 550..850nm 0.77 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD17709 42.87850 35.05974
HD18925 "gam Per" 3.651 3.894 0.018 550..850nm 0.7 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD18925 46.19913 53.50644
HD20644 "" 3.476 3.674 0.025 550..850nm 0.7 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD20644 50.08484 29.04846
HD28305 "eps Tau" 2.439 2.592 0.05 550..850nm 0.67 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 6 HD28305 67.15416 19.18043
HD31964 "eps Aur" 2.129 2.21 0.012 550..850nm 0.48 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 8 HD31964 75.49220 43.82330
HD34085 "bet Ori" 2.526 2.606 0.009 550..850nm 0.41 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 10 HD34085 78.63447 -8.20164
HD38944 "ups Aur" 4.055 4.31 0.036 550..850nm 0.8 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 1 HD38944 87.76016 37.30557
HD43232 "gam Mon" 2.958 3.097 0.034 550..850nm 0.68 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 0 HD43232 93.71389 -6.27477
HD48329 "eps Gem" 4.468 4.677 0.013 550..850nm 0.65 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 12 HD48329 100.98303 25.13113
HD58207 "iot Gem" 2.262 2.39 0.024 550..850nm 0.65 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD58207 111.43165 27.79808
HD62345 "kap Gem" 2.226 2.361 0.025 550..850nm 0.63 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 1 HD62345 116.11189 24.39800
HD62509 "bet Gem" 7.57 8.134 0.013 550..850nm 0.71 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 14 HD62509 116.32896 28.02620
HD66141 "" 2.558 2.747 0.039 550..850nm 0.7 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD66141 120.56640 2.33457
HD69267 "bet Cnc" 4.784 5.167 0.035 550..850nm 0.75 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD69267 124.12884 9.18554
HD70272 "31 Lyn" 3.974 4.228 0.024 550..850nm 0.76 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 4 HD70272 125.70879 43.18813
HD76294 "zet Hya" 2.988 3.196 0.017 550..850nm 0.65 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD76294 133.84844 5.94557
HD82308 "lam Leo" 3.909 4.143 0.025 550..850nm 0.75 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD82308 142.93011 22.96797
HD82328 "tet UMa" 1.598 1.662 0.013 550..850nm 0.52 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 5 HD82328 143.21431 51.67730
HD83618 "iot Hya" 3.236 3.462 0.033 550..850nm 0.7 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD83618 144.96401 -1.14281
HD84441 "eps Leo" 2.469 2.587 0.025 550..850nm 0.57 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD84441 146.46281 23.77426
HD85503 "mu. Leo" 2.693 2.887 0.016 550..850nm 0.71 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD85503 148.19090 26.00695
HD87901 "alf Leo" 1.626 1.664 0.037 550..850nm 0.36 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 16 HD87901 152.09296 11.96721
HD94264 "46 LMi" 2.46 2.626 0.009 550..850nm 0.69 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD94264 163.32794 34.21487
HD95689 "alf UMa" 6.352 6.419 0.041 550..850nm 0.64 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 5 HD95689 165.93196 61.75103
HD96833 "psi UMa" 3.89 4.131 0.007 550..850nm 0.7 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD96833 167.41587 44.49849
HD97778 "72 Leo" 5.721 6.182 0.057 550..850nm 0.82 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD97778 168.80095 23.09551
HD98262 "nu. UMa" 4.282 4.561 0.016 550..850nm 0.73 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD98262 169.61974 33.09431
HD100029 "lam Dra" 5.852 6.376 0.012 550..850nm 0.82 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD100029 172.85092 69.33107
HD102212 "nu. Vir" 5.212 5.657 0.013 550..850nm 0.81 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 9 HD102212 176.46483 6.52937
HD108381 "gam Com" 2.034 2.179 0.057 550..850nm 0.7 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD108381 186.73447 28.26842
HD108907 "4 Dra" 4.959 5.42 0.01 550..850nm 0.82 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 0 HD108907 187.52780 69.20111
HD109358 "bet CVn" 1.077 1.133 0.034 550..850nm 0.54 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 9 HD109358 188.43560 41.35748
HD113226 "eps Vir" 3.17 3.318 0.013 550..850nm 0.65 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD113226 195.54416 10.95915
HD113996 "41 Com" 2.863 3.09 0.019 550..850nm 0.74 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD113996 196.79471 27.62474
HD117675 "l Vir" 5.102 5.951 0.049 550..850nm 0.84 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 1 HD117675 202.99119 -6.25582
HD120136 "tau Boo" 0.783 0.822 0.049 550..850nm 0.52 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 6 HD120136 206.81560 17.45690
HD120315 "eta UMa" 0.937 0.981 0.144 550..850nm 0.3 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 8 HD120315 206.88516 49.31327
HD120477 "ups Boo" 4.372 4.691 0.022 550..850nm 0.76 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD120477 207.36934 15.79791
HD120933 "AW CVn" 5.46 5.932 0.042 550..850nm 0.81 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 2 HD120933 207.94781 34.44424
HD121130 "i Dra" 6.161 6.799 0.077 550..850nm 0.83 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 1 HD121130 207.85808 64.72327
HD127665 "rho Boo" 3.663 3.901 0.008 550..850nm 0.74 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 4 HD127665 217.95746 30.37144
HD129712 "34 Boo" 5.119 5.573 0.055 550..850nm 0.82 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 1 HD129712 220.85568 26.52785
HD133124 "ome Boo" 2.821 3.055 0.077 550..850nm 0.76 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 3 HD133124 225.52712 25.00813
HD133208 "bet Boo" 2.359 2.484 0.008 550..850nm 0.65 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 6 HD133208 225.48651 40.39057
HD136726 "11 UMi" 2.018 2.149 0.023 550..850nm 0.74 1 4 "Linear LD coefficient from 2011A&A...529A..75C" 2018AJ....155...30B "" 1 HD136726 229.27455 71.82390
